Time,Bound,Gene,Sim
5000000,55338.60854061916,0,run_5_toynet
5000000,39365.47845745666,1,run_5_toynet
5000000,15962.678569276039,2,run_5_toynet
5000000,15962.98122004446,3,run_5_toynet
