Sim,Null Selective Pressure std
run_5_toynet,0.4044305990772919
run_5_toynet,0.02528197676893089
run_5_toynet,0.03968435979262269
run_5_toynet,0.22121582402659387
run_5_toynet,0.15890336223609802
run_5_toynet,0.06548701434817063
run_5_toynet,0.09869342285162187
run_5_toynet,0.22674520113365562
run_5_toynet,0.31094622781828674
run_5_toynet,0.07434332926645719
run_5_toynet,0.17098536547345253
run_5_toynet,0.3847969881418004
run_5_toynet,0.10189957867770175
run_5_toynet,0.07034064149850523
run_5_toynet,0.2969619993077986
run_5_toynet,0.29593160407270047
run_5_toynet,0.07154242770966257
run_5_toynet,0.2280808800354741
run_5_toynet,0.134609335100482
run_5_toynet,0.19490239646819243
run_5_toynet,0.35630833766874537
run_5_toynet,0.08557277682846544
run_5_toynet,0.2028371192215922
run_5_toynet,0.19302816432903422
run_5_toynet,0.19198686517637198
run_5_toynet,0.13977917207410578
run_5_toynet,0.1503862974869261
run_5_toynet,0.15089187547567706
run_5_toynet,0.1764325948201887
run_5_toynet,0.13787493869998904
run_5_toynet,0.09207040884291781
run_5_toynet,0.09192228209986435
run_5_toynet,0.08119411575004606
run_5_toynet,0.08209548740014512
run_5_toynet,0.11618632456695442
run_5_toynet,0.10182692220167654
run_5_toynet,0.2678212411410028
run_5_toynet,0.0856761425829088
run_5_toynet,0.3991616792510102
run_5_toynet,0.11521595485697618
run_5_toynet,0.3136989002981505
run_5_toynet,0.4052299630396331
run_5_toynet,0.1387175203817323
run_5_toynet,0.08627241411997467
run_5_toynet,0.24186831463980052
run_5_toynet,0.11900237728433018
run_5_toynet,0.05167616423910121
run_5_toynet,0.29430942742250793
run_5_toynet,0.20235169748759793
run_5_toynet,0.300282610104552
run_5_toynet,0.28640032716324293
run_5_toynet,0.34253021021979
run_5_toynet,0.002951097716801987
run_5_toynet,0.14929744010128682
run_5_toynet,0.24459200432506367
run_5_toynet,0.17482791958886876
run_5_toynet,0.23913281775254625
run_5_toynet,0.15772697728781307
run_5_toynet,0.18002952355754215
run_5_toynet,0.14940099773562776
run_5_toynet,0.23099293637816623
run_5_toynet,0.21344252177491002
run_5_toynet,0.40547436830768885
run_5_toynet,0.12841893528161036
run_5_toynet,0.11830755741554705
run_5_toynet,0.04500009341052064
run_5_toynet,0.11815879230620978
run_5_toynet,0.21541052173777686
run_5_toynet,0.34378766173342373
run_5_toynet,0.042674067790827865
run_5_toynet,0.2452108314226275
run_5_toynet,0.2911132010883997
run_5_toynet,0.12716796232550942
run_5_toynet,0.12245427464997957
run_5_toynet,0.3171602421775581
run_5_toynet,0.17911223391748798
run_5_toynet,0.32160423582511677
run_5_toynet,0.1718807372950624
run_5_toynet,0.12679853111185058
run_5_toynet,0.13123103920515344
run_5_toynet,0.18301946018388823
run_5_toynet,0.32412846655129485
run_5_toynet,0.17234998702430818
run_5_toynet,0.2601461523595396
run_5_toynet,0.15142320795988845
run_5_toynet,0.23119641217559694
run_5_toynet,0.2343328017176178
run_5_toynet,0.27985100085092085
run_5_toynet,0.13098312062481196
run_5_toynet,0.23893935501914812
run_5_toynet,0.12160948138818646
run_5_toynet,0.22980231216850475
run_5_toynet,0.1947893742928167
run_5_toynet,0.16153187967926652
run_5_toynet,0.1265466572316863
run_5_toynet,0.2285336506748338
run_5_toynet,0.19502559056558763
run_5_toynet,0.255667757679092
run_5_toynet,0.18677527641757138
run_5_toynet,0.109814571222687
