Time,Bound,Gene,Sim
5000000,-47.91384117959068,0,run_5_toynet
5000000,-1.6047667370530814,1,run_5_toynet
5000000,-44.1066661154416,2,run_5_toynet
5000000,-8.911751744366441,3,run_5_toynet
