Sim,Null Selective Pressure std
run_4_toynet,0.1327953594302906
run_4_toynet,0.18269350520451613
run_4_toynet,0.20084143845620409
run_4_toynet,0.27623084596424524
run_4_toynet,0.2252651809606006
run_4_toynet,0.2046764205290877
run_4_toynet,0.4374107676500528
run_4_toynet,0.3237088510793776
run_4_toynet,0.2779359702382973
run_4_toynet,0.04039598989008864
run_4_toynet,0.12259907365164097
run_4_toynet,0.10551616549146993
run_4_toynet,0.22533016233634157
run_4_toynet,0.1648673625950593
run_4_toynet,0.19834688497133554
run_4_toynet,0.28539936241148023
run_4_toynet,0.12148905961543613
run_4_toynet,0.32829145555282413
run_4_toynet,0.10659291900396664
run_4_toynet,0.1569271342851778
run_4_toynet,0.10431697921322186
run_4_toynet,0.27886315360032254
run_4_toynet,0.29187951573014065
run_4_toynet,0.05765597964672219
run_4_toynet,0.3770595261348609
run_4_toynet,0.18848455060747163
run_4_toynet,0.1405471294378109
run_4_toynet,0.17122952498763697
run_4_toynet,0.2493417611337176
run_4_toynet,0.022702322888281952
run_4_toynet,0.2664565101512979
run_4_toynet,0.3486312318815025
run_4_toynet,0.19114162128782516
run_4_toynet,0.10006726107451058
run_4_toynet,0.08321445093948504
run_4_toynet,0.22391291165039537
run_4_toynet,0.43658216190412824
run_4_toynet,0.17451811980626925
run_4_toynet,0.18402629120761055
run_4_toynet,0.14793974484684566
run_4_toynet,0.438798632603613
run_4_toynet,0.12080467582985802
run_4_toynet,0.13477791066036207
run_4_toynet,0.08345521413174656
run_4_toynet,0.1516657458119731
run_4_toynet,0.3672040096167878
run_4_toynet,0.19745359862460668
run_4_toynet,0.0642030877551933
run_4_toynet,0.025639313870075404
run_4_toynet,0.14559456476608126
run_4_toynet,0.21717417691756605
run_4_toynet,0.1950202545446559
run_4_toynet,0.13346812997795088
run_4_toynet,0.22814332223679937
run_4_toynet,0.07490288702593097
run_4_toynet,0.08326434557652483
run_4_toynet,0.08896298182584973
run_4_toynet,0.12725984137347326
run_4_toynet,0.128168262881875
run_4_toynet,0.021286253741672385
run_4_toynet,0.27576974646188557
run_4_toynet,0.2254994225234094
run_4_toynet,0.33570364375349115
run_4_toynet,0.08756687768278607
run_4_toynet,0.2407919413177928
run_4_toynet,0.2998799028695806
run_4_toynet,0.2940579036832714
run_4_toynet,0.30902507662213513
run_4_toynet,0.29683881645429555
run_4_toynet,0.11591057048021662
run_4_toynet,0.3248861265076716
run_4_toynet,0.1967941256972511
run_4_toynet,0.1353227618976338
run_4_toynet,0.11584736511253056
run_4_toynet,0.15213647332209823
run_4_toynet,0.2623760467204984
run_4_toynet,0.12756119626947218
run_4_toynet,0.04038810318490855
run_4_toynet,0.1797371270310182
run_4_toynet,0.10610027190886026
run_4_toynet,0.20526263158358501
run_4_toynet,0.29519946751527665
run_4_toynet,0.1732046035709989
run_4_toynet,0.2555202216156938
run_4_toynet,0.2095520213231485
run_4_toynet,0.13365717709328717
run_4_toynet,0.20271230080184824
run_4_toynet,0.09798995039745066
run_4_toynet,0.15165993801288713
run_4_toynet,0.17283661890299862
run_4_toynet,0.129922918702609
run_4_toynet,0.35569888415885476
run_4_toynet,0.4083483022391242
run_4_toynet,0.09629316103659417
run_4_toynet,0.346633637055096
run_4_toynet,0.25675386103589487
run_4_toynet,0.11314402286582712
run_4_toynet,0.11854273306454012
run_4_toynet,0.29026054854543987
run_4_toynet,0.3095219195189652
