Time,Reaction,Flux,Sim
5000000,0,55941.9535263597,run_4_toynet
5000000,1,39996.11882268179,run_4_toynet
5000000,2,15945.834703677905,run_4_toynet
5000000,3,15945.834703677905,run_4_toynet
