Time,Constraint,Lambda,Sim
4139000,0___l,0.0,run_4_toynet
4140000,0___l,0.0,run_4_toynet
4141000,0___l,0.0,run_4_toynet
4142000,0___l,0.0,run_4_toynet
4143000,0___l,0.0,run_4_toynet
4144000,0___l,0.0,run_4_toynet
4145000,0___l,0.0,run_4_toynet
4146000,0___l,0.0,run_4_toynet
4147000,0___l,0.0,run_4_toynet
4148000,0___l,0.0,run_4_toynet
4149000,0___l,0.0,run_4_toynet
4150000,0___l,0.0,run_4_toynet
4151000,0___l,0.0,run_4_toynet
4152000,0___l,0.0,run_4_toynet
4153000,0___l,0.0,run_4_toynet
4154000,0___l,0.0,run_4_toynet
4155000,0___l,0.0,run_4_toynet
4156000,0___l,0.0,run_4_toynet
4157000,0___l,0.0,run_4_toynet
4158000,0___l,0.0,run_4_toynet
4159000,0___l,0.0,run_4_toynet
4160000,0___l,0.0,run_4_toynet
4161000,0___l,0.0,run_4_toynet
4162000,0___l,0.0,run_4_toynet
4163000,0___l,0.0,run_4_toynet
4164000,0___l,0.0,run_4_toynet
4165000,0___l,0.0,run_4_toynet
4166000,0___l,0.0,run_4_toynet
4167000,0___l,0.0,run_4_toynet
4168000,0___l,0.0,run_4_toynet
4169000,0___l,0.0,run_4_toynet
4170000,0___l,0.0,run_4_toynet
4171000,0___l,0.0,run_4_toynet
4172000,0___l,0.0,run_4_toynet
4173000,0___l,0.0,run_4_toynet
4174000,0___l,0.0,run_4_toynet
4175000,0___l,0.0,run_4_toynet
4176000,0___l,0.0,run_4_toynet
4177000,0___l,0.0,run_4_toynet
4178000,0___l,0.0,run_4_toynet
4179000,0___l,0.0,run_4_toynet
4180000,0___l,0.0,run_4_toynet
4181000,0___l,0.0,run_4_toynet
4182000,0___l,0.0,run_4_toynet
4183000,0___l,0.0,run_4_toynet
4184000,0___l,0.0,run_4_toynet
4185000,0___l,0.0,run_4_toynet
4186000,0___l,0.0,run_4_toynet
4187000,0___l,0.0,run_4_toynet
4188000,0___l,0.0,run_4_toynet
4189000,0___l,0.0,run_4_toynet
4190000,0___l,0.0,run_4_toynet
4191000,0___l,0.0,run_4_toynet
4192000,0___l,0.0,run_4_toynet
4193000,0___l,0.0,run_4_toynet
4194000,0___l,0.0,run_4_toynet
4195000,0___l,0.0,run_4_toynet
4196000,0___l,0.0,run_4_toynet
4197000,0___l,0.0,run_4_toynet
4198000,0___l,0.0,run_4_toynet
4199000,0___l,0.0,run_4_toynet
4200000,0___l,0.0,run_4_toynet
4201000,0___l,0.0,run_4_toynet
4202000,0___l,0.0,run_4_toynet
4203000,0___l,0.0,run_4_toynet
4204000,0___l,0.0,run_4_toynet
4205000,0___l,0.0,run_4_toynet
4206000,0___l,0.0,run_4_toynet
4207000,0___l,0.0,run_4_toynet
4208000,0___l,0.0,run_4_toynet
4209000,0___l,0.0,run_4_toynet
4210000,0___l,0.0,run_4_toynet
4211000,0___l,0.0,run_4_toynet
4212000,0___l,0.0,run_4_toynet
4213000,0___l,0.0,run_4_toynet
4214000,0___l,0.0,run_4_toynet
4215000,0___l,0.0,run_4_toynet
4216000,0___l,0.0,run_4_toynet
4217000,0___l,0.0,run_4_toynet
4218000,0___l,0.0,run_4_toynet
4219000,0___l,0.0,run_4_toynet
4220000,0___l,0.0,run_4_toynet
4221000,0___l,0.0,run_4_toynet
4222000,0___l,0.0,run_4_toynet
4223000,0___l,0.0,run_4_toynet
4224000,0___l,0.0,run_4_toynet
4225000,0___l,0.0,run_4_toynet
4226000,0___l,0.0,run_4_toynet
4227000,0___l,0.0,run_4_toynet
4228000,0___l,0.0,run_4_toynet
4229000,0___l,0.0,run_4_toynet
4230000,0___l,0.0,run_4_toynet
4231000,0___l,0.0,run_4_toynet
4232000,0___l,0.0,run_4_toynet
4233000,0___l,0.0,run_4_toynet
4234000,0___l,0.0,run_4_toynet
4235000,0___l,0.0,run_4_toynet
4236000,0___l,0.0,run_4_toynet
4237000,0___l,0.0,run_4_toynet
4238000,0___l,0.0,run_4_toynet
4239000,0___l,0.0,run_4_toynet
4240000,0___l,0.0,run_4_toynet
4241000,0___l,0.0,run_4_toynet
4242000,0___l,0.0,run_4_toynet
4243000,0___l,0.0,run_4_toynet
4244000,0___l,0.0,run_4_toynet
4245000,0___l,0.0,run_4_toynet
4246000,0___l,0.0,run_4_toynet
4247000,0___l,0.0,run_4_toynet
4248000,0___l,0.0,run_4_toynet
4249000,0___l,0.0,run_4_toynet
4250000,0___l,0.0,run_4_toynet
4251000,0___l,0.0,run_4_toynet
4252000,0___l,0.0,run_4_toynet
4253000,0___l,0.0,run_4_toynet
4254000,0___l,0.0,run_4_toynet
4255000,0___l,0.0,run_4_toynet
4256000,0___l,0.0,run_4_toynet
4257000,0___l,0.0,run_4_toynet
4258000,0___l,0.0,run_4_toynet
4259000,0___l,0.0,run_4_toynet
4260000,0___l,0.0,run_4_toynet
4261000,0___l,0.0,run_4_toynet
4262000,0___l,0.0,run_4_toynet
4263000,0___l,0.0,run_4_toynet
4264000,0___l,0.0,run_4_toynet
4265000,0___l,0.0,run_4_toynet
4266000,0___l,0.0,run_4_toynet
4267000,0___l,0.0,run_4_toynet
4268000,0___l,0.0,run_4_toynet
4269000,0___l,0.0,run_4_toynet
4270000,0___l,0.0,run_4_toynet
4271000,0___l,0.0,run_4_toynet
4272000,0___l,0.0,run_4_toynet
4273000,0___l,0.0,run_4_toynet
4274000,0___l,0.0,run_4_toynet
4275000,0___l,0.0,run_4_toynet
4276000,0___l,0.0,run_4_toynet
4277000,0___l,0.0,run_4_toynet
4278000,0___l,0.0,run_4_toynet
4279000,0___l,0.0,run_4_toynet
4280000,0___l,0.0,run_4_toynet
4281000,0___l,0.0,run_4_toynet
4282000,0___l,0.0,run_4_toynet
4283000,0___l,0.0,run_4_toynet
4284000,0___l,0.0,run_4_toynet
4285000,0___l,0.0,run_4_toynet
4286000,0___l,0.0,run_4_toynet
4287000,0___l,0.0,run_4_toynet
4288000,0___l,0.0,run_4_toynet
4289000,0___l,0.0,run_4_toynet
4290000,0___l,0.0,run_4_toynet
4291000,0___l,0.0,run_4_toynet
4292000,0___l,0.0,run_4_toynet
4293000,0___l,0.0,run_4_toynet
4294000,0___l,0.0,run_4_toynet
4295000,0___l,0.0,run_4_toynet
4296000,0___l,0.0,run_4_toynet
4297000,0___l,0.0,run_4_toynet
4298000,0___l,0.0,run_4_toynet
4299000,0___l,0.0,run_4_toynet
4300000,0___l,0.0,run_4_toynet
4301000,0___l,0.0,run_4_toynet
4302000,0___l,0.0,run_4_toynet
4303000,0___l,0.0,run_4_toynet
4304000,0___l,0.0,run_4_toynet
4305000,0___l,0.0,run_4_toynet
4306000,0___l,0.0,run_4_toynet
4307000,0___l,0.0,run_4_toynet
4308000,0___l,0.0,run_4_toynet
4309000,0___l,0.0,run_4_toynet
4310000,0___l,0.0,run_4_toynet
4311000,0___l,0.0,run_4_toynet
4312000,0___l,0.0,run_4_toynet
4313000,0___l,0.0,run_4_toynet
4314000,0___l,0.0,run_4_toynet
4315000,0___l,0.0,run_4_toynet
4316000,0___l,0.0,run_4_toynet
4317000,0___l,0.0,run_4_toynet
4318000,0___l,0.0,run_4_toynet
4319000,0___l,0.0,run_4_toynet
4320000,0___l,0.0,run_4_toynet
4321000,0___l,0.0,run_4_toynet
4322000,0___l,0.0,run_4_toynet
4323000,0___l,0.0,run_4_toynet
4324000,0___l,0.0,run_4_toynet
4325000,0___l,0.0,run_4_toynet
4326000,0___l,0.0,run_4_toynet
4327000,0___l,0.0,run_4_toynet
4328000,0___l,0.0,run_4_toynet
4329000,0___l,0.0,run_4_toynet
4330000,0___l,0.0,run_4_toynet
4331000,0___l,0.0,run_4_toynet
4332000,0___l,0.0,run_4_toynet
4333000,0___l,0.0,run_4_toynet
4334000,0___l,0.0,run_4_toynet
4335000,0___l,0.0,run_4_toynet
4336000,0___l,0.0,run_4_toynet
4337000,0___l,0.0,run_4_toynet
4338000,0___l,0.0,run_4_toynet
4339000,0___l,0.0,run_4_toynet
4340000,0___l,0.0,run_4_toynet
4341000,0___l,0.0,run_4_toynet
4342000,0___l,0.0,run_4_toynet
4343000,0___l,0.0,run_4_toynet
4344000,0___l,0.0,run_4_toynet
4345000,0___l,0.0,run_4_toynet
4346000,0___l,0.0,run_4_toynet
4347000,0___l,0.0,run_4_toynet
4348000,0___l,0.0,run_4_toynet
4349000,0___l,0.0,run_4_toynet
4350000,0___l,0.0,run_4_toynet
4351000,0___l,0.0,run_4_toynet
4352000,0___l,0.0,run_4_toynet
4353000,0___l,0.0,run_4_toynet
4354000,0___l,0.0,run_4_toynet
4355000,0___l,0.0,run_4_toynet
4356000,0___l,0.0,run_4_toynet
4357000,0___l,0.0,run_4_toynet
4358000,0___l,0.0,run_4_toynet
4359000,0___l,0.0,run_4_toynet
4360000,0___l,0.0,run_4_toynet
4361000,0___l,0.0,run_4_toynet
4362000,0___l,0.0,run_4_toynet
4363000,0___l,0.0,run_4_toynet
4364000,0___l,0.0,run_4_toynet
4365000,0___l,0.0,run_4_toynet
4366000,0___l,0.0,run_4_toynet
4367000,0___l,0.0,run_4_toynet
4368000,0___l,0.0,run_4_toynet
4369000,0___l,0.0,run_4_toynet
4370000,0___l,0.0,run_4_toynet
4371000,0___l,0.0,run_4_toynet
4372000,0___l,0.0,run_4_toynet
4373000,0___l,0.0,run_4_toynet
4374000,0___l,0.0,run_4_toynet
4375000,0___l,0.0,run_4_toynet
4376000,0___l,0.0,run_4_toynet
4377000,0___l,0.0,run_4_toynet
4378000,0___l,0.0,run_4_toynet
4379000,0___l,0.0,run_4_toynet
4380000,0___l,0.0,run_4_toynet
4381000,0___l,0.0,run_4_toynet
4382000,0___l,0.0,run_4_toynet
4383000,0___l,0.0,run_4_toynet
4384000,0___l,0.0,run_4_toynet
4385000,0___l,0.0,run_4_toynet
4386000,0___l,0.0,run_4_toynet
4387000,0___l,0.0,run_4_toynet
4388000,0___l,0.0,run_4_toynet
4389000,0___l,0.0,run_4_toynet
4390000,0___l,0.0,run_4_toynet
4391000,0___l,0.0,run_4_toynet
4392000,0___l,0.0,run_4_toynet
4393000,0___l,0.0,run_4_toynet
4394000,0___l,0.0,run_4_toynet
4395000,0___l,0.0,run_4_toynet
4396000,0___l,0.0,run_4_toynet
4397000,0___l,0.0,run_4_toynet
4398000,0___l,0.0,run_4_toynet
4399000,0___l,0.0,run_4_toynet
4400000,0___l,0.0,run_4_toynet
4401000,0___l,0.0,run_4_toynet
4402000,0___l,0.0,run_4_toynet
4403000,0___l,0.0,run_4_toynet
4404000,0___l,0.0,run_4_toynet
4405000,0___l,0.0,run_4_toynet
4406000,0___l,0.0,run_4_toynet
4407000,0___l,0.0,run_4_toynet
4408000,0___l,0.0,run_4_toynet
4409000,0___l,0.0,run_4_toynet
4410000,0___l,0.0,run_4_toynet
4411000,0___l,0.0,run_4_toynet
4412000,0___l,0.0,run_4_toynet
4413000,0___l,0.0,run_4_toynet
4414000,0___l,0.0,run_4_toynet
4415000,0___l,0.0,run_4_toynet
4416000,0___l,0.0,run_4_toynet
4417000,0___l,0.0,run_4_toynet
4418000,0___l,0.0,run_4_toynet
4419000,0___l,0.0,run_4_toynet
4420000,0___l,0.0,run_4_toynet
4421000,0___l,0.0,run_4_toynet
4422000,0___l,0.0,run_4_toynet
4423000,0___l,0.0,run_4_toynet
4424000,0___l,0.0,run_4_toynet
4425000,0___l,0.0,run_4_toynet
4426000,0___l,0.0,run_4_toynet
4427000,0___l,0.0,run_4_toynet
4428000,0___l,0.0,run_4_toynet
4429000,0___l,0.0,run_4_toynet
4430000,0___l,0.0,run_4_toynet
4431000,0___l,0.0,run_4_toynet
4432000,0___l,0.0,run_4_toynet
4433000,0___l,0.0,run_4_toynet
4434000,0___l,0.0,run_4_toynet
4435000,0___l,0.0,run_4_toynet
4436000,0___l,0.0,run_4_toynet
4437000,0___l,0.0,run_4_toynet
4438000,0___l,0.0,run_4_toynet
4439000,0___l,0.0,run_4_toynet
4440000,0___l,0.0,run_4_toynet
4441000,0___l,0.0,run_4_toynet
4442000,0___l,0.0,run_4_toynet
4443000,0___l,0.0,run_4_toynet
4444000,0___l,0.0,run_4_toynet
4445000,0___l,0.0,run_4_toynet
4446000,0___l,0.0,run_4_toynet
4447000,0___l,0.0,run_4_toynet
4448000,0___l,0.0,run_4_toynet
4449000,0___l,0.0,run_4_toynet
4450000,0___l,0.0,run_4_toynet
4451000,0___l,0.0,run_4_toynet
4452000,0___l,0.0,run_4_toynet
4453000,0___l,0.0,run_4_toynet
4454000,0___l,0.0,run_4_toynet
4455000,0___l,0.0,run_4_toynet
4456000,0___l,0.0,run_4_toynet
4457000,0___l,0.0,run_4_toynet
4458000,0___l,0.0,run_4_toynet
4459000,0___l,0.0,run_4_toynet
4460000,0___l,0.0,run_4_toynet
4461000,0___l,0.0,run_4_toynet
4462000,0___l,0.0,run_4_toynet
4463000,0___l,0.0,run_4_toynet
4464000,0___l,0.0,run_4_toynet
4465000,0___l,0.0,run_4_toynet
4466000,0___l,0.0,run_4_toynet
4467000,0___l,0.0,run_4_toynet
4468000,0___l,0.0,run_4_toynet
4469000,0___l,0.0,run_4_toynet
4470000,0___l,0.0,run_4_toynet
4471000,0___l,0.0,run_4_toynet
4472000,0___l,0.0,run_4_toynet
4473000,0___l,0.0,run_4_toynet
4474000,0___l,0.0,run_4_toynet
4475000,0___l,0.0,run_4_toynet
4476000,0___l,0.0,run_4_toynet
4477000,0___l,0.0,run_4_toynet
4478000,0___l,0.0,run_4_toynet
4479000,0___l,0.0,run_4_toynet
4480000,0___l,0.0,run_4_toynet
4481000,0___l,0.0,run_4_toynet
4482000,0___l,0.0,run_4_toynet
4483000,0___l,0.0,run_4_toynet
4484000,0___l,0.0,run_4_toynet
4485000,0___l,0.0,run_4_toynet
4486000,0___l,0.0,run_4_toynet
4487000,0___l,0.0,run_4_toynet
4488000,0___l,0.0,run_4_toynet
4489000,0___l,0.0,run_4_toynet
4490000,0___l,0.0,run_4_toynet
4491000,0___l,0.0,run_4_toynet
4492000,0___l,0.0,run_4_toynet
4493000,0___l,0.0,run_4_toynet
4494000,0___l,0.0,run_4_toynet
4495000,0___l,0.0,run_4_toynet
4496000,0___l,0.0,run_4_toynet
4497000,0___l,0.0,run_4_toynet
4498000,0___l,0.0,run_4_toynet
4499000,0___l,0.0,run_4_toynet
4500000,0___l,0.0,run_4_toynet
4501000,0___l,0.0,run_4_toynet
4502000,0___l,0.0,run_4_toynet
4503000,0___l,0.0,run_4_toynet
4504000,0___l,0.0,run_4_toynet
4505000,0___l,0.0,run_4_toynet
4506000,0___l,0.0,run_4_toynet
4507000,0___l,0.0,run_4_toynet
4508000,0___l,0.0,run_4_toynet
4509000,0___l,0.0,run_4_toynet
4510000,0___l,0.0,run_4_toynet
4511000,0___l,0.0,run_4_toynet
4512000,0___l,0.0,run_4_toynet
4513000,0___l,0.0,run_4_toynet
4514000,0___l,0.0,run_4_toynet
4515000,0___l,0.0,run_4_toynet
4516000,0___l,0.0,run_4_toynet
4517000,0___l,0.0,run_4_toynet
4518000,0___l,0.0,run_4_toynet
4519000,0___l,0.0,run_4_toynet
4520000,0___l,0.0,run_4_toynet
4521000,0___l,0.0,run_4_toynet
4522000,0___l,0.0,run_4_toynet
4523000,0___l,0.0,run_4_toynet
4524000,0___l,0.0,run_4_toynet
4525000,0___l,0.0,run_4_toynet
4526000,0___l,0.0,run_4_toynet
4527000,0___l,0.0,run_4_toynet
4528000,0___l,0.0,run_4_toynet
4529000,0___l,0.0,run_4_toynet
4530000,0___l,0.0,run_4_toynet
4531000,0___l,0.0,run_4_toynet
4532000,0___l,0.0,run_4_toynet
4533000,0___l,0.0,run_4_toynet
4534000,0___l,0.0,run_4_toynet
4535000,0___l,0.0,run_4_toynet
4536000,0___l,0.0,run_4_toynet
4537000,0___l,0.0,run_4_toynet
4538000,0___l,0.0,run_4_toynet
4539000,0___l,0.0,run_4_toynet
4540000,0___l,0.0,run_4_toynet
4541000,0___l,0.0,run_4_toynet
4542000,0___l,0.0,run_4_toynet
4543000,0___l,0.0,run_4_toynet
4544000,0___l,0.0,run_4_toynet
4545000,0___l,0.0,run_4_toynet
4546000,0___l,0.0,run_4_toynet
4547000,0___l,0.0,run_4_toynet
4548000,0___l,0.0,run_4_toynet
4549000,0___l,0.0,run_4_toynet
4550000,0___l,0.0,run_4_toynet
4551000,0___l,0.0,run_4_toynet
4552000,0___l,0.0,run_4_toynet
4553000,0___l,0.0,run_4_toynet
4554000,0___l,0.0,run_4_toynet
4555000,0___l,0.0,run_4_toynet
4556000,0___l,0.0,run_4_toynet
4557000,0___l,0.0,run_4_toynet
4558000,0___l,0.0,run_4_toynet
4559000,0___l,0.0,run_4_toynet
4560000,0___l,0.0,run_4_toynet
4561000,0___l,0.0,run_4_toynet
4562000,0___l,0.0,run_4_toynet
4563000,0___l,0.0,run_4_toynet
4564000,0___l,0.0,run_4_toynet
4565000,0___l,0.0,run_4_toynet
4566000,0___l,0.0,run_4_toynet
4567000,0___l,0.0,run_4_toynet
4568000,0___l,0.0,run_4_toynet
4569000,0___l,0.0,run_4_toynet
4570000,0___l,0.0,run_4_toynet
4571000,0___l,0.0,run_4_toynet
4572000,0___l,0.0,run_4_toynet
4573000,0___l,0.0,run_4_toynet
4574000,0___l,0.0,run_4_toynet
4575000,0___l,0.0,run_4_toynet
4576000,0___l,0.0,run_4_toynet
4577000,0___l,0.0,run_4_toynet
4578000,0___l,0.0,run_4_toynet
4579000,0___l,0.0,run_4_toynet
4580000,0___l,0.0,run_4_toynet
4581000,0___l,0.0,run_4_toynet
4582000,0___l,0.0,run_4_toynet
4583000,0___l,0.0,run_4_toynet
4584000,0___l,0.0,run_4_toynet
4585000,0___l,0.0,run_4_toynet
4586000,0___l,0.0,run_4_toynet
4587000,0___l,0.0,run_4_toynet
4588000,0___l,0.0,run_4_toynet
4589000,0___l,0.0,run_4_toynet
4590000,0___l,0.0,run_4_toynet
4591000,0___l,0.0,run_4_toynet
4592000,0___l,0.0,run_4_toynet
4593000,0___l,0.0,run_4_toynet
4594000,0___l,0.0,run_4_toynet
4595000,0___l,0.0,run_4_toynet
4596000,0___l,0.0,run_4_toynet
4597000,0___l,0.0,run_4_toynet
4598000,0___l,0.0,run_4_toynet
4599000,0___l,0.0,run_4_toynet
4600000,0___l,0.0,run_4_toynet
4601000,0___l,0.0,run_4_toynet
4602000,0___l,0.0,run_4_toynet
4603000,0___l,0.0,run_4_toynet
4604000,0___l,0.0,run_4_toynet
4605000,0___l,0.0,run_4_toynet
4606000,0___l,0.0,run_4_toynet
4607000,0___l,0.0,run_4_toynet
4608000,0___l,0.0,run_4_toynet
4609000,0___l,0.0,run_4_toynet
4610000,0___l,0.0,run_4_toynet
4611000,0___l,0.0,run_4_toynet
4612000,0___l,0.0,run_4_toynet
4613000,0___l,0.0,run_4_toynet
4614000,0___l,0.0,run_4_toynet
4615000,0___l,0.0,run_4_toynet
4616000,0___l,0.0,run_4_toynet
4617000,0___l,0.0,run_4_toynet
4618000,0___l,0.0,run_4_toynet
4619000,0___l,0.0,run_4_toynet
4620000,0___l,0.0,run_4_toynet
4621000,0___l,0.0,run_4_toynet
4622000,0___l,0.0,run_4_toynet
4623000,0___l,0.0,run_4_toynet
4624000,0___l,0.0,run_4_toynet
4625000,0___l,0.0,run_4_toynet
4626000,0___l,0.0,run_4_toynet
4627000,0___l,0.0,run_4_toynet
4628000,0___l,0.0,run_4_toynet
4629000,0___l,0.0,run_4_toynet
4630000,0___l,0.0,run_4_toynet
4631000,0___l,0.0,run_4_toynet
4632000,0___l,0.0,run_4_toynet
4633000,0___l,0.0,run_4_toynet
4634000,0___l,0.0,run_4_toynet
4635000,0___l,0.0,run_4_toynet
4636000,0___l,0.0,run_4_toynet
4637000,0___l,0.0,run_4_toynet
4638000,0___l,0.0,run_4_toynet
4639000,0___l,0.0,run_4_toynet
4640000,0___l,0.0,run_4_toynet
4641000,0___l,0.0,run_4_toynet
4642000,0___l,0.0,run_4_toynet
4643000,0___l,0.0,run_4_toynet
4644000,0___l,0.0,run_4_toynet
4645000,0___l,0.0,run_4_toynet
4646000,0___l,0.0,run_4_toynet
4647000,0___l,0.0,run_4_toynet
4648000,0___l,0.0,run_4_toynet
4649000,0___l,0.0,run_4_toynet
4650000,0___l,0.0,run_4_toynet
4651000,0___l,0.0,run_4_toynet
4652000,0___l,0.0,run_4_toynet
4653000,0___l,0.0,run_4_toynet
4654000,0___l,0.0,run_4_toynet
4655000,0___l,0.0,run_4_toynet
4656000,0___l,0.0,run_4_toynet
4657000,0___l,0.0,run_4_toynet
4658000,0___l,0.0,run_4_toynet
4659000,0___l,0.0,run_4_toynet
4660000,0___l,0.0,run_4_toynet
4661000,0___l,0.0,run_4_toynet
4662000,0___l,0.0,run_4_toynet
4663000,0___l,0.0,run_4_toynet
4664000,0___l,0.0,run_4_toynet
4665000,0___l,0.0,run_4_toynet
4666000,0___l,0.0,run_4_toynet
4667000,0___l,0.0,run_4_toynet
4668000,0___l,0.0,run_4_toynet
4669000,0___l,0.0,run_4_toynet
4670000,0___l,0.0,run_4_toynet
4671000,0___l,0.0,run_4_toynet
4672000,0___l,0.0,run_4_toynet
4673000,0___l,0.0,run_4_toynet
4674000,0___l,0.0,run_4_toynet
4675000,0___l,0.0,run_4_toynet
4676000,0___l,0.0,run_4_toynet
4677000,0___l,0.0,run_4_toynet
4678000,0___l,0.0,run_4_toynet
4679000,0___l,0.0,run_4_toynet
4680000,0___l,0.0,run_4_toynet
4681000,0___l,0.0,run_4_toynet
4682000,0___l,0.0,run_4_toynet
4683000,0___l,0.0,run_4_toynet
4684000,0___l,0.0,run_4_toynet
4685000,0___l,0.0,run_4_toynet
4686000,0___l,0.0,run_4_toynet
4687000,0___l,0.0,run_4_toynet
4688000,0___l,0.0,run_4_toynet
4689000,0___l,0.0,run_4_toynet
4690000,0___l,0.0,run_4_toynet
4691000,0___l,0.0,run_4_toynet
4692000,0___l,0.0,run_4_toynet
4693000,0___l,0.0,run_4_toynet
4694000,0___l,0.0,run_4_toynet
4695000,0___l,0.0,run_4_toynet
4696000,0___l,0.0,run_4_toynet
4697000,0___l,0.0,run_4_toynet
4698000,0___l,0.0,run_4_toynet
4699000,0___l,0.0,run_4_toynet
4700000,0___l,0.0,run_4_toynet
4701000,0___l,0.0,run_4_toynet
4702000,0___l,0.0,run_4_toynet
4703000,0___l,0.0,run_4_toynet
4704000,0___l,0.0,run_4_toynet
4705000,0___l,0.0,run_4_toynet
4706000,0___l,0.0,run_4_toynet
4707000,0___l,0.0,run_4_toynet
4708000,0___l,0.0,run_4_toynet
4709000,0___l,0.0,run_4_toynet
4710000,0___l,0.0,run_4_toynet
4711000,0___l,0.0,run_4_toynet
4712000,0___l,0.0,run_4_toynet
4713000,0___l,0.0,run_4_toynet
4714000,0___l,0.0,run_4_toynet
4715000,0___l,0.0,run_4_toynet
4716000,0___l,0.0,run_4_toynet
4717000,0___l,0.0,run_4_toynet
4718000,0___l,0.0,run_4_toynet
4719000,0___l,0.0,run_4_toynet
4720000,0___l,0.0,run_4_toynet
4721000,0___l,0.0,run_4_toynet
4722000,0___l,0.0,run_4_toynet
4723000,0___l,0.0,run_4_toynet
4724000,0___l,0.0,run_4_toynet
4725000,0___l,0.0,run_4_toynet
4726000,0___l,0.0,run_4_toynet
4727000,0___l,0.0,run_4_toynet
4728000,0___l,0.0,run_4_toynet
4729000,0___l,0.0,run_4_toynet
4730000,0___l,0.0,run_4_toynet
4731000,0___l,0.0,run_4_toynet
4732000,0___l,0.0,run_4_toynet
4733000,0___l,0.0,run_4_toynet
4734000,0___l,0.0,run_4_toynet
4735000,0___l,0.0,run_4_toynet
4736000,0___l,0.0,run_4_toynet
4737000,0___l,0.0,run_4_toynet
4738000,0___l,0.0,run_4_toynet
4739000,0___l,0.0,run_4_toynet
4740000,0___l,0.0,run_4_toynet
4741000,0___l,0.0,run_4_toynet
4742000,0___l,0.0,run_4_toynet
4743000,0___l,0.0,run_4_toynet
4744000,0___l,0.0,run_4_toynet
4745000,0___l,0.0,run_4_toynet
4746000,0___l,0.0,run_4_toynet
4747000,0___l,0.0,run_4_toynet
4748000,0___l,0.0,run_4_toynet
4749000,0___l,0.0,run_4_toynet
4750000,0___l,0.0,run_4_toynet
4751000,0___l,0.0,run_4_toynet
4752000,0___l,0.0,run_4_toynet
4753000,0___l,0.0,run_4_toynet
4754000,0___l,0.0,run_4_toynet
4755000,0___l,0.0,run_4_toynet
4756000,0___l,0.0,run_4_toynet
4757000,0___l,0.0,run_4_toynet
4758000,0___l,0.0,run_4_toynet
4759000,0___l,0.0,run_4_toynet
4760000,0___l,0.0,run_4_toynet
4761000,0___l,0.0,run_4_toynet
4762000,0___l,0.0,run_4_toynet
4763000,0___l,0.0,run_4_toynet
4764000,0___l,0.0,run_4_toynet
4765000,0___l,0.0,run_4_toynet
4766000,0___l,0.0,run_4_toynet
4767000,0___l,0.0,run_4_toynet
4768000,0___l,0.0,run_4_toynet
4769000,0___l,0.0,run_4_toynet
4770000,0___l,0.0,run_4_toynet
4771000,0___l,0.0,run_4_toynet
4772000,0___l,0.0,run_4_toynet
4773000,0___l,0.0,run_4_toynet
4774000,0___l,0.0,run_4_toynet
4775000,0___l,0.0,run_4_toynet
4776000,0___l,0.0,run_4_toynet
4777000,0___l,0.0,run_4_toynet
4778000,0___l,0.0,run_4_toynet
4779000,0___l,0.0,run_4_toynet
4780000,0___l,0.0,run_4_toynet
4781000,0___l,0.0,run_4_toynet
4782000,0___l,0.0,run_4_toynet
4783000,0___l,0.0,run_4_toynet
4784000,0___l,0.0,run_4_toynet
4785000,0___l,0.0,run_4_toynet
4786000,0___l,0.0,run_4_toynet
4787000,0___l,0.0,run_4_toynet
4788000,0___l,0.0,run_4_toynet
4789000,0___l,0.0,run_4_toynet
4790000,0___l,0.0,run_4_toynet
4791000,0___l,0.0,run_4_toynet
4792000,0___l,0.0,run_4_toynet
4793000,0___l,0.0,run_4_toynet
4794000,0___l,0.0,run_4_toynet
4795000,0___l,0.0,run_4_toynet
4796000,0___l,0.0,run_4_toynet
4797000,0___l,0.0,run_4_toynet
4798000,0___l,0.0,run_4_toynet
4799000,0___l,0.0,run_4_toynet
4800000,0___l,0.0,run_4_toynet
4801000,0___l,0.0,run_4_toynet
4802000,0___l,0.0,run_4_toynet
4803000,0___l,0.0,run_4_toynet
4804000,0___l,0.0,run_4_toynet
4805000,0___l,0.0,run_4_toynet
4806000,0___l,0.0,run_4_toynet
4807000,0___l,0.0,run_4_toynet
4808000,0___l,0.0,run_4_toynet
4809000,0___l,0.0,run_4_toynet
4810000,0___l,0.0,run_4_toynet
4811000,0___l,0.0,run_4_toynet
4812000,0___l,0.0,run_4_toynet
4813000,0___l,0.0,run_4_toynet
4814000,0___l,0.0,run_4_toynet
4815000,0___l,0.0,run_4_toynet
4816000,0___l,0.0,run_4_toynet
4817000,0___l,0.0,run_4_toynet
4818000,0___l,0.0,run_4_toynet
4819000,0___l,0.0,run_4_toynet
4820000,0___l,0.0,run_4_toynet
4821000,0___l,0.0,run_4_toynet
4822000,0___l,0.0,run_4_toynet
4823000,0___l,0.0,run_4_toynet
4824000,0___l,0.0,run_4_toynet
4825000,0___l,0.0,run_4_toynet
4826000,0___l,0.0,run_4_toynet
4827000,0___l,0.0,run_4_toynet
4828000,0___l,0.0,run_4_toynet
4829000,0___l,0.0,run_4_toynet
4830000,0___l,0.0,run_4_toynet
4831000,0___l,0.0,run_4_toynet
4832000,0___l,0.0,run_4_toynet
4833000,0___l,0.0,run_4_toynet
4834000,0___l,0.0,run_4_toynet
4835000,0___l,0.0,run_4_toynet
4836000,0___l,0.0,run_4_toynet
4837000,0___l,0.0,run_4_toynet
