Time,Bound,Gene,Sim
5000000,-425.43808541368736,0,run_4_toynet
5000000,-258.1613646868596,1,run_4_toynet
5000000,-150.7430045968055,2,run_4_toynet
5000000,-48.87767000797452,3,run_4_toynet
