Time,Bound,Gene,Sim
5000000,55211.99432460452,0,run_2_toynet
5000000,39184.1751478535,1,run_2_toynet
5000000,16017.99171476083,2,run_2_toynet
5000000,16018.566322554943,3,run_2_toynet
