Time,Reaction,Flux,Sim
5000000,0,55211.9690694842,run_2_toynet
5000000,1,39193.97735472338,run_2_toynet
5000000,2,16017.99171476083,run_2_toynet
5000000,3,16017.99171476083,run_2_toynet
