Time,Bound,Gene,Sim
5000000,-133.56541441504783,0,run_2_toynet
5000000,-163.28908043767103,1,run_2_toynet
5000000,-88.38467345984216,2,run_2_toynet
5000000,-26.789659483768297,3,run_2_toynet
