Time,Bound,Gene,Sim
5000000,-46.13261098291186,0,run_1_toynet
5000000,-79.95984516341231,1,run_1_toynet
5000000,-44.051642734141836,2,run_1_toynet
5000000,-124.08486917557184,3,run_1_toynet
