Time,Bound,Gene,Sim
5000000,55140.392760244526,0,run_1_toynet
5000000,39394.839032030715,1,run_1_toynet
5000000,15735.964141144996,2,run_1_toynet
5000000,15735.945999325531,3,run_1_toynet
