Sim,R2
toynet_20251029__001259__,0.9998271443824294
toynet_20251029__002450__,0.999844857978444
toynet_20251029__015557__,0.9997638033704209
toynet_20251029__015826__,0.9998662527638215
toynet_20251029__020157__,0.9998436664918525
