Time,Bound,Gene,Sim
5000000,-37.51551673864619,0,run_3_toynet
5000000,9.52338881406499,1,run_3_toynet
5000000,-42.52048813030928,2,run_3_toynet
5000000,-197.0042355698776,3,run_3_toynet
